32, 1
33, 0
34, 0
35, 0
36, 0
37, 0
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 3
46, 1
47, 0
48, 0
49, 0
50, 0
51, 0
52, 0
53, 0
54, 0
55, 0
56, 0
57, 0
58, 0
59, 0
60, 0
61, 0
62, 0
63, 0
64, 0
65, 4
66, 2
67, 2
68, 26
69, 5
70, 39
71, 7
72, 0
73, 7
74, 21
75, 0
76, 19
77, 0
78, 54
79, 0
80, 0
81, 0
82, 56
83, 0
84, 44
85, 60
86, 0
87, 2
88, 0
89, 17
90, 0
91, 0
92, 0
93, 0
94, 0
95, 0
96, 0
97, 0
98, 0
99, 0
100, 0
101, 0
102, 1
103, 0
104, 0
105, 11
106, 1
107, 36
108, 13
109, 0
110, 32
111, 21
112, 45
113, 12
114, 110
115, 0
116, 0
117, 67
118, 10
119, 0
120, 0
121, 13
122, 1
123, 0
124, 0
125, 0
126, 0
127, 0
